train_loss,train_accuracy,val_loss,val_accuracy
1.8342646583914757,0.520643096972049,9.731910488822244,0.7175722086981036
3.3239703876897693,0.5383178058769642,9.757055282592773,0.5142194759290291
4.423317935317755,0.5029366569084014,5.6422460729425605,0.3684058832552768
4.463248027488589,0.5822971824313014,3.56258208101446,0.6003998595603331
3.3434548750519753,0.6076922944023924,3.5990188988772305,0.7421859416577381
3.605728765949607,0.488163905934115,1.5344815254211426,0.6306531868916244
2.4488291470333934,0.5967097921735174,3.5566052090037954,0.31455001928967863
2.465513645671308,0.5129222260483416,1.9472681934183294,0.5874662620124159
3.0366390012204647,0.6903655822374255,1.1339645927602595,0.732731179019762
1.7984677478671074,0.6614924003730278,1.9352674755183132,0.501172641645192
1.4446469759568572,0.5779269588972993,1.1526186520403081,0.6889402496706949
1.2898139422759414,0.6619363161843012,0.8776354193687439,0.7908005537485902
1.0854349066503346,0.7495137646957468,1.72146644375541,0.6226671847241327
1.5395156713202596,0.6673620054150474,1.3073250380429355,0.6866423599887789
1.1938101439736784,0.6543232397879536,1.010057037526911,0.7340602422702052
1.2021797187626362,0.7533753087023546,1.0963213606314226,0.7284016844213553
1.1392310801893473,0.7187292205482497,1.1294665228236804,0.7722215387808696
0.9314415268599987,0.773126865255669,1.0404827865687283,0.7252273513301334
0.9416396990418434,0.7696603840011895,1.1549824638800188,0.7050622439884996
0.9347976604476571,0.7777400319011695,1.0699594616889954,0.70772018214987
0.9993913797661662,0.7467980544385808,0.9563000147992914,0.771852962095002
0.8939191130921245,0.7513627954155454,1.14844519441778,0.6814959583257074
0.8570214831270278,0.778852700684991,0.9493450739166953,0.7641626570506027
1.0179240349680185,0.7367171872295195,1.3761672377586365,0.6885156454948752
0.9816508232615888,0.7879455364951269,1.0726294625889172,0.7495990793530201
1.2011121157556772,0.7619269710753618,1.662774378603155,0.6895927417442788
0.9858972793444991,0.7626490010236796,1.2070946259932085,0.734544047546698
1.1825210247188807,0.7557516928911382,1.0648179704492742,0.7209878039948159
1.1092860689386725,0.7353287225688061,0.9644485549493269,0.7699077460180134
0.9383204774931073,0.7683359797123696,1.2123376293615862,0.6900605746620241
0.9754090346395969,0.7839212539635648,1.2911189686168323,0.7175837725476258
1.2202658085152507,0.7560937759388217,1.6094916625456377,0.6815355867837168
0.9976868629455566,0.7608643759419883,1.0190401023084468,0.7083999346648874
1.4183869063854218,0.7169824712060717,2.1838532957163723,0.6941237414172249
9.68837012257427,0.6039577031648085,85.53957731073552,0.6770302286461459
47.234632551670074,0.6017293945733333,20.077746651389383,0.7837073819444523
14.747389517724514,0.5723412503656076,4.0369086699052295,0.3298486041482479
14.559854349121451,0.5586307910219098,6.311100092801181,0.5069198427441891
20.564081847667694,0.583806182912406,7.033442713997581,0.6712941333590048
13.460479045286775,0.6316959466941467,5.690499197353017,0.6857292883093801
12.476259529590607,0.6463868153351107,70.11660887978293,0.6864789894150592
23.933497723191977,0.6290198885987042,13.96143679185347,0.31529838298925417
30.83570173382759,0.5873825180785281,50.65999013727362,0.6722671086027977
54.219183176755905,0.7302860030765699,83.56408188559793,0.6819287923441469
58.74216368794441,0.749720786406219,83.87465719743209,0.6870858737938855
78.8531664609909,0.7280313804139933,84.19295727122913,0.6892373564053387
85.74901054799557,0.7173208833956939,83.90833074396306,0.6890726558202546
64.87977340817451,0.747379534210042,82.2614482532848,0.6801815194897677
61.06103825569153,0.6939402879834756,85.8055029782382,0.6738576205656588
47.838016867637634,0.7180255298232116,84.90535389293323,0.6768034658131711
52.58987560868263,0.7317164222821546,28.645441922274504,0.7655546195191074
54.10352972149849,0.7021039857149629,46.52211570739746,0.7302523103095683
67.31166759133339,0.683815000144442,84.78645047274503,0.668256924972763
48.18754130601883,0.6838358996174181,67.77590248801492,0.6786316981712172
48.40431997179985,0.7217573716784781,48.399184313687414,0.6782007032644001
41.22601014375687,0.7283719171990666,84.40161809054288,0.6713450484291582
60.00371664762497,0.7165586467737646,48.64641831137917,0.701050389165709
51.7875534594059,0.7232637380672022,24.494896975430574,0.7671631016614586
23.205779433250427,0.6727917985583207,5.2797415473244405,0.36603050515764307
46.22126415371895,0.5987484140723012,54.95960287614302,0.6886629905006687
19.536401111632586,0.5781455565511047,6.727682395414873,0.6833688219791826
10.756864339113235,0.5599403334257077,77.89805880459872,0.6896547886043268
49.22036615014076,0.7467340956625901,39.200514793395996,0.6862154237449364
11.920712977647781,0.6385968303459189,2.7851257540962915,0.7197164732208468
6.905708454549313,0.5746149489009089,17.32490210099654,0.31560217043648825
9.340280190110207,0.4998717069987798,18.672029842029918,0.3138689978495101
40.18676148355007,0.5475868309852804,24.638585350730203,0.74318514186884
42.035757809877396,0.7697232094867288,84.27545998313211,0.6884688290733539
79.17013934254646,0.7314268717220348,84.45822681080212,0.6879282378786331
58.53848333656788,0.7420246347303945,23.945871353149414,0.7852684259457505
30.425532206892967,0.735000001347595,59.06047127463601,0.6975614298490096
